Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited
Moseley,795,Spain,Male,35,8,0,2,No,167155.36,No
Hsiung,626,Spain,Male,26,8,0,2,No,191420.71,No
Heath,487,Germany,Female,61,5,110368.03,1,No,11384.45,Yes
Dellucci,556,France,Female,39,9,89588.35,1,Yes,94898.1,No
Li,643,France,Female,46,6,0,2,No,106781.59,No
De Salis,605,France,Female,28,6,0,2,No,159508.52,No
T'ang,756,Germany,Female,60,3,115924.89,1,No,93524.19,Yes
Richardson,586,France,Female,38,2,0,2,No,87168.46,No
Fitch,535,Germany,Male,40,7,111756.5,1,No,8128.32,Yes
Stevenson,678,France,Female,35,4,0,1,No,125518.32,No
Estes,596,France,Male,39,9,0,1,No,48963.59,No
Lattimore,648,France,Male,26,9,162923.85,1,No,98368.24,No
Chung,492,Germany,Male,39,10,124576.65,2,No,148584.61,No
Utz,702,France,Male,45,0,80793.58,1,Yes,27474.81,No
Wei,486,Germany,Female,40,9,71340.09,1,No,76192.21,No
Boyle,568,Germany,Male,40,1,99282.63,1,No,134600.94,Yes
Nwachinemelu,619,Germany,Male,57,3,137946.39,1,Yes,72467.99,Yes
Kuznetsova,724,Germany,Male,41,2,127892.57,2,Yes,199645.45,No
Pisani,548,Germany,Female,33,0,101084.36,1,No,42749.85,No
Manna,545,Germany,Female,37,8,114754.08,1,No,136050.44,Yes
Collier,683,France,Male,33,8,0,1,No,73564.44,No
Ricci,762,France,Female,51,3,99286.98,1,Yes,85578.63,No
Carr,627,Germany,Female,30,4,79871.02,2,No,129826.89,No
Hs?,516,France,Male,35,10,104088.59,2,No,119666,No
Findlay,800,France,Female,38,2,168190.33,2,No,68052.08,No
Hughes,464,Germany,Female,42,3,85679.25,1,Yes,164104.74,No
Chukwuemeka,626,France,Female,35,3,0,1,No,80190.36,No
Genovese,790,France,Female,31,9,0,2,No,84126.75,No
Swift,534,France,Female,34,7,121551.58,2,Yes,70179,No
Ugoji,745,France,Male,46,2,122220.19,1,Yes,118024.1,No
Parkinson,553,Spain,Male,47,3,116528.15,1,No,145704.19,Yes
Ross,748,France,Female,26,1,77780.29,1,Yes,183049.41,No
Oleary,722,France,Male,37,2,0,1,No,120906.83,No
Turnbull,501,France,Male,40,4,125832.2,1,Yes,100433.83,No
Uspensky,675,France,Female,38,6,68065.8,1,No,138777,Yes
Cook,778,Spain,Female,47,6,127299.34,2,No,124694.99,No
Newbold,494,Germany,Female,38,7,174937.64,1,No,40084.32,No
Uchechukwu,850,France,Male,40,9,0,2,Yes,119232.33,No
Ch'en,592,Spain,Male,31,7,110071.1,1,No,43921.36,No
He,590,Spain,Female,44,3,139432.37,1,No,62222.81,No
Hilton,758,France,Female,39,6,127357.76,1,Yes,56577,No
Sal,506,France,Male,36,5,0,2,No,164253.35,No
Eluemuno,733,France,Male,33,3,0,1,Yes,7666.73,No
Titus,711,France,Male,38,3,0,2,No,68487.51,No
Yin,514,Germany,Male,43,1,95556.31,1,Yes,199273.98,Yes
Lettiere,637,Spain,Male,37,8,0,1,Yes,186062.36,No
Templeman,468,Germany,Male,29,1,111681.98,2,Yes,195711.16,No
Chibuzo,539,France,Male,39,3,0,2,No,36692.17,No
Sun,509,Spain,Female,25,3,108738.71,2,No,106920.57,No
Evans,662,France,Female,32,4,133950.37,1,Yes,48725.68,Yes
Ogbonnaya,818,Spain,Male,26,4,0,2,Yes,167036.94,No
Enyinnaya,608,France,Male,33,9,89968.69,1,No,68777.26,No
Olisanugo,850,Spain,Female,32,9,0,2,Yes,18924.92,No
Brookes,816,Germany,Female,38,5,130878.75,3,No,71905.77,Yes
Padovano,536,France,Male,35,8,0,2,No,64833.28,No
Fisk,753,France,Male,35,3,0,2,Yes,184843.77,No
Shih,631,Spain,Male,27,10,134169.62,1,Yes,176730.02,No
Hare,703,France,Male,37,1,149762.08,1,No,20629.4,Yes
Muir,774,France,Male,26,2,93844.69,1,No,28415.36,No
Fanucci,785,France,Male,28,8,0,2,No,77231.27,No
Elewechi,571,France,Female,33,1,0,2,No,102750.7,No
Johnston,621,Germany,Male,46,6,141078.37,1,No,34580.8,Yes
Pisano,605,Germany,Female,31,1,117992.59,1,Yes,183598.77,No
Ankudinov,611,France,Female,40,8,100812.33,,No,147358.27,No
Nwokike,569,France,Male,38,7,0,1,Yes,108469.2,No
Smith,658,France,Male,29,4,80262.6,1,Yes,20612.82,No
Atkins,788,Spain,Male,34,6,156478.62,1,Yes,181196.76,No
Burns,525,France,Female,23,5,0,2,No,160249.1,No
Obiuto,798,France,Male,37,8,0,3,No,110783.28,No
Pirozzi,486,Germany,Male,37,9,115217.99,2,No,144995.33,No
George,615,Spain,Male,61,9,0,2,No,150227.85,Yes
Lewis,730,France,Female,35,0,155470.55,1,Yes,53718.28,No
Moran,641,France,Male,37,7,0,2,No,75248.3,No
Dalrymple,542,France,Male,39,3,135096.77,1,Yes,14353.43,Yes
Carslaw,692,France,Male,30,2,0,2,Yes,130486.57,No
Kirby,714,Germany,Female,55,9,180075.22,1,Yes,100127.71,No
Houghton,591,Spain,Male,29,1,97541.24,1,Yes,196356.17,No
Martin,710,France,Female,41,2,156067.05,1,Yes,9983.88,No
Tan,639,France,Female,38,4,81550.94,2,Yes,118974.77,No
Hsia,531,France,Female,47,6,0,1,No,194998.34,Yes
Westerberg,673,France,Female,38,2,170061.92,2,No,134901.34,Yes
Hale,765,Germany,Male,36,8,92310.54,2,Yes,72924.56,No
Kryukova,622,France,Female,32,6,169089.38,2,No,101057.95,No
Sopuluchukwu,806,France,Male,40,5,80613.93,1,Yes,142838.64,No
Barry,757,Germany,Male,26,8,121581.56,2,Yes,127059.04,No
Selezneva,570,France,Female,58,8,0,1,Yes,116503.92,Yes
Chizuoke,555,Spain,Male,32,4,0,2,Yes,54405.79,No
Lueck,692,France,Male,54,5,0,2,Yes,88721.84,No
Udinese,774,France,Male,60,5,85891.55,1,No,74135.48,Yes
Udobata,638,Spain,Male,44,9,77637.35,2,Yes,111346.22,No
Freeman,543,Spain,Female,41,4,0,1,No,194902.16,No
Outlaw,584,France,Male,31,5,0,2,No,31474.27,No
Obiuto,691,Germany,Male,30,7,116927.89,1,No,21198.39,No
Lo,684,Germany,Female,40,6,137326.65,1,No,186976.6,No
Okechukwu,733,France,Male,22,5,0,2,Yes,117202.19,No
King,599,Spain,Female,37,2,0,2,Yes,143739.29,No
Forbes,524,Germany,Female,31,10,67238.98,2,Yes,161811.23,No
Macleod,632,Germany,Female,38,6,86569.76,2,No,98090.91,No
Gibbs,735,Spain,Male,34,5,0,2,No,71095.41,No
Isayev,734,France,Male,34,6,133598.4,1,Yes,13107.24,No
Pisano,605,France,Female,51,3,136188.78,1,Yes,67110.59,Yes
Belstead,793,Spain,Male,38,9,0,2,No,88225.02,No
Vassiliev,468,France,Female,56,10,0,3,Yes,62256.87,Yes
Schneider,779,Germany,Male,37,7,120092.52,2,No,135925.72,No
Mazzanti,698,France,Male,48,4,101238.24,2,Yes,177815.87,Yes
Knipe,707,France,Male,58,6,89685.92,1,Yes,126471.13,No
Macartney,850,France,Female,35,1,211774.31,1,No,188574.12,Yes
Madukwe,850,France,Male,56,7,131317.48,,Yes,119175.45,No
Watts,527,Spain,Male,37,5,93722.73,2,Yes,139093.73,No
Humphreys,696,Germany,Male,32,8,101160.99,1,Yes,115916.55,No
Wu,661,France,Male,48,3,120320.54,1,No,96463.25,No
Chin,776,France,Female,31,2,0,2,Yes,112349.51,No
Chesnokova,701,France,Male,43,2,0,2,Yes,165303.79,No
Kung,610,France,Male,26,8,0,2,No,166031.08,No
Lu,572,Germany,Female,48,3,152827.99,1,No,38411.79,Yes
Nkemakolam,673,France,Male,30,1,64097.75,1,Yes,77783.35,No
Walton,519,Spain,Female,57,2,119035.35,2,Yes,29871.79,No
Brookes,702,Spain,Female,26,4,135219.57,1,Yes,59747.63,No
Baldwin,729,France,Male,32,6,93694.42,1,Yes,79919.13,No
Mai,543,Spain,Male,35,10,59408.63,1,No,76773.53,No
Shih,550,France,Female,40,7,114354.95,1,No,54018.93,No
He,608,France,Male,59,1,0,1,No,,Yes
Fiorentini,639,Germany,Male,35,10,128173.9,2,No,59093.39,No
Lucciano,686,Spain,Male,34,9,0,2,No,127569.8,No
Ferreira,564,Germany,Female,62,5,114931.35,3,Yes,18260.98,Yes
Ukaegbunam,745,Germany,Female,28,1,111071.36,1,No,73275.96,Yes
De Luca,833,France,Male,37,8,151226.18,2,Yes,136129.49,No
Milne,622,France,Male,26,9,0,2,Yes,153237.59,No
Davide,597,France,Female,42,4,64740.12,1,Yes,106841.12,No
Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,No,109078.35,Yes
Little,504,France,Female,49,7,0,3,Yes,87822.14,Yes
Burns,842,Spain,Female,44,2,112652.08,2,No,126644.98,No
Paterson,587,France,Male,38,0,0,2,No,47414.15,No
Han,479,Germany,Female,30,7,143964.36,2,No,41879.99,No
Kryukova,508,France,Male,49,7,122451.46,2,Yes,75808.1,No
Ijendu,749,France,Male,24,1,0,3,Yes,47911.03,No
Reichard,721,Germany,Female,36,3,65253.07,2,No,28737.78,No
Day,674,Germany,Male,47,6,106901.94,1,Yes,2079.2,Yes
Price,685,Spain,Female,25,10,128509.63,1,No,121562.33,No
Bruce,417,France,Male,34,7,0,2,No,55003.79,No
Sumrall,574,Germany,Male,33,3,129834.67,1,No,193131.42,No
Lu,590,Spain,Female,51,3,154962.99,3,Yes,191932.27,Yes
Lazarev,587,Germany,Male,40,5,138241.9,2,No,159418.1,No
Miller,598,Germany,Male,41,3,91536.93,1,No,191468.78,Yes
Wentworth-Shields,741,Spain,Male,53,3,0,2,Yes,38913.68,No
Ritchie,850,Spain,Female,70,5,0,1,Yes,705.18,No
Mackenzie,584,Germany,Female,29,7,105204.01,1,Yes,138490.03,No
Power,650,Spain,Male,61,1,152968.73,1,Yes,82970.69,No
Tan,607,Spain,Male,36,8,158261.68,1,Yes,76744.72,No
Pendergrass,509,France,Female,46,1,0,1,No,71244.59,Yes
Evans,689,Spain,Female,38,6,121021.05,1,Yes,12182.15,No
Hsia,543,France,Male,36,4,0,2,Yes,141210.5,No
Billson,438,Spain,Female,54,2,0,1,No,191763.07,Yes
Teng,687,Spain,Female,63,1,137715.66,1,Yes,37938.74,No
Moretti,737,Germany,Male,31,5,121192.22,2,Yes,74890.58,No
Jordan,761,France,Male,31,7,0,3,Yes,166698.18,No
Ts'ao,601,France,Male,44,1,100486.18,2,Yes,62678.53,No
Osborne,651,France,Male,45,1,0,1,No,67740.08,Yes
Carslaw,745,France,Male,35,9,92566.53,2,No,161519.77,No
Ch'ang,648,Spain,Female,49,10,0,2,Yes,159835.78,Yes
Hung,848,Spain,Male,40,3,110929.96,1,Yes,30876.84,No
Gordon,546,France,Female,27,8,0,2,Yes,14858.1,No
Obialo,439,Spain,Female,32,3,138901.61,1,No,75685.97,No
Gray,755,France,Male,30,4,123217.66,2,Yes,144183.1,No
Lin,593,France,Female,41,6,0,1,No,65170.66,No
Hopkins,701,France,Male,39,2,0,2,Yes,82526.92,No
Dobson,701,Spain,Male,36,8,0,2,No,169161.46,No
McKay,607,Spain,Female,33,2,108431.87,2,Yes,109291.39,Yes
Revell,586,Spain,Female,57,3,0,2,Yes,6057.81,No
Rickards,547,Germany,Female,30,9,72392.41,1,No,77077.14,No
Begum,647,Germany,Female,51,1,119741.77,2,No,54954.51,Yes
Onyinyechukwuka,760,France,Female,51,2,100946.71,1,No,179614.8,Yes
Zuyev,621,Spain,Male,53,9,170491.84,1,No,35588.07,Yes
Nwankwo,725,France,Male,44,5,0,1,Yes,117356.14,No
Hao,526,France,Male,36,1,0,1,No,160696.72,No
Ma,519,Spain,Female,47,6,157296.02,2,No,147278.43,Yes
Okwuadigbo,713,Germany,Female,38,7,144606.22,1,Yes,56594.36,Yes
Mitchell,700,France,Male,38,8,134811.3,1,No,1299.75,No
Chan,666,France,Female,34,9,115897.12,1,Yes,25095.03,No
Buchi,630,Spain,Male,32,4,82034,1,No,146326.45,No
Greco,779,Spain,Female,26,4,174318.13,2,Yes,38296.21,No
Lombardi,611,Germany,Female,41,2,114206.84,1,No,164061.6,No
Uchenna,685,Spain,Male,43,9,0,2,No,107811.28,No
Coffman,646,Germany,Male,39,9,111574.41,1,Yes,30838.51,No
Alexandrova,683,Germany,Female,57,5,162448.69,1,No,9221.78,Yes
Fallaci,484,Germany,Female,34,4,148249.54,1,Yes,33738.27,No
Hudson,601,France,Female,43,8,0,3,Yes,110916.15,Yes
Mai,762,Spain,Female,26,7,123709.46,2,Yes,169654.57,No
Stout,687,France,Female,72,9,0,1,Yes,69829.4,No
Burke,566,France,Male,30,5,0,1,No,54926.51,Yes
Chadwick,702,France,Male,37,10,150525.8,1,Yes,94728.49,No
Lawrence,601,France,Male,29,9,0,1,Yes,80393.27,No
Bellucci,699,France,Male,53,4,0,2,Yes,111307.98,No
Harper,584,France,Male,28,10,0,2,No,19834.32,No
Boyle,699,France,Male,35,5,0,2,Yes,78397.24,No
Duncan,698,Germany,Female,51,2,111018.98,1,No,86410.28,No
Moss,495,France,Male,30,10,129755.99,1,No,172749.65,No
Avdeyeva,650,France,Female,27,6,0,2,No,1002.39,No
Crawford,605,France,Female,64,2,129555.7,1,Yes,13601.79,No
Lynton,667,Spain,Male,38,1,87202.38,1,Yes,77866.91,No
Duncan,688,Germany,Male,26,8,146133.39,1,Yes,175296.76,No
Gether,727,Spain,Female,31,0,0,1,No,121751.04,Yes
Davidson,754,Spain,Male,39,6,170184.99,2,No,89593.26,No
Larionova,612,Germany,Female,62,8,140745.33,1,No,193437.89,Yes
Loggia,546,Spain,Male,42,7,139070.51,1,Yes,86945,No
Steinhoff,673,Spain,Female,37,8,0,2,Yes,183318.79,No
Guerra,593,France,Male,35,9,114193.24,1,No,71154.1,No
Pai,656,Spain,Female,40,10,167878.5,1,Yes,151887.16,No
Craig,535,Germany,Female,53,5,141616.55,2,Yes,75888.65,No
Lazareva,678,Germany,Male,36,3,145747.67,2,Yes,89566.74,No
Ch'iu,477,Spain,Female,48,2,129120.64,1,Yes,26475.79,No
Alderete,850,Spain,Male,35,7,110349.82,1,No,126355.8,No
Kung,427,France,Male,29,1,141325.56,1,Yes,93839.3,No
Palermo,752,France,Male,49,2,78653.84,1,No,7698.6,No
Ts'ai,649,France,Male,47,1,0,2,Yes,145593.85,No
Rahman,799,Spain,Female,28,3,142253.65,1,No,45042.56,No
McMillan,589,France,Female,61,1,0,1,No,61108.56,Yes
Pickering,583,Germany,Female,54,6,115988.86,1,No,57553.98,Yes
Mirams,839,Spain,Female,33,10,75592.43,1,No,62674.42,No
Tsao,540,Germany,Male,44,3,164113.04,2,Yes,12120.79,No
Douglas,850,France,Male,31,6,67996.23,2,No,50129.87,Yes
Jideofor,696,Spain,Female,51,5,0,2,No,55022.43,No
Bell,660,Spain,Female,33,1,0,2,No,117834.91,No
Mairinger,682,France,Male,48,1,138778.15,1,Yes,168840.23,No
McIntyre,744,France,Female,43,10,147832.15,1,Yes,24234.11,No
Pagnotto,785,France,Female,36,4,135438.4,1,No,190627.01,No
K'ung,752,Spain,Male,48,5,116060.08,1,No,156618.38,Yes
Feng,706,France,Female,29,5,112564.62,1,No,42334.38,No
Donaldson,583,France,Female,27,1,125406.58,1,Yes,110784.42,No
Chambers,660,Germany,Female,39,5,135134.99,1,No,173683,Yes
Marcelo,819,France,Female,39,9,133102.92,1,No,27046.46,Yes
Ejimofor,673,France,Female,34,8,42157.08,1,No,20598.59,Yes
Dale,752,France,Female,30,3,0,2,Yes,104991.28,No
Pokrovsky,578,France,Male,38,7,82259.29,1,No,8996.97,No
Stonebraker,438,France,Female,36,4,0,2,No,64420.5,No
Liang,652,France,Male,38,6,0,2,Yes,145700.22,No
Anderson,629,France,Female,49,4,0,2,Yes,196335.48,No
Christian,720,France,Male,52,7,0,1,Yes,14781.12,No
Mao,668,France,Male,42,3,150461.07,1,No,108139.23,No
Campbell,459,Germany,Male,48,4,133994.52,,Yes,19287.06,Yes
Ginikanwa,729,Spain,Male,31,8,164870.81,2,Yes,9567.39,No
Toscani,498,Germany,Male,25,8,121702.73,1,Yes,132210.49,No
Nnachetam,549,Spain,Male,25,6,193858.2,1,Yes,21600.11,No
Sagese,601,Germany,Female,54,1,131039.97,2,Yes,199661.5,No
Fleming,544,France,Male,64,9,113829.45,1,Yes,124341.49,No
Grubb,751,France,Female,30,6,0,2,No,15766.1,No
Napolitani,632,Germany,Female,41,3,81877.38,1,Yes,33642.21,No
Anenechi,694,Spain,Male,57,8,116326.07,1,Yes,117704.65,No
Chandler,678,France,Male,31,2,0,2,Yes,58803.28,No
Howells,695,France,Male,46,4,0,2,Yes,137537.22,No
Akeroyd,661,France,Female,41,1,0,2,Yes,131300.68,No
Onwumelu,661,France,Male,33,9,0,2,Yes,84174.81,No
Wallace,559,France,Female,31,3,127070.73,1,Yes,160941.78,No
Uwaezuoke,503,France,Male,29,3,0,2,Yes,143954.99,No
Loyau,695,Spain,Male,46,3,122549.64,1,Yes,56297.85,No
Small,640,France,Female,42,5,176099.13,1,Yes,8404.73,No
Bledsoe,624,Germany,Female,48,3,122388.38,2,No,30020.09,No
Kao,667,France,Male,42,9,0,2,Yes,58137.42,No
Wickens,642,France,Male,26,0,0,1,No,47472.68,No
Wertheim,640,Spain,Female,32,6,118879.35,2,Yes,19131.71,No
He,529,Spain,Male,35,5,0,2,Yes,187288.5,No
Jarvis,563,France,Female,39,5,0,2,Yes,17603.81,No
P'an,593,Spain,Female,38,4,88736.44,2,No,67020.03,No
Repina,739,Germany,Male,45,7,102703.62,1,Yes,147802.94,Yes
Pugliesi,788,Spain,Female,70,1,0,2,Yes,41610.62,No
Blakey,684,Spain,Female,38,3,0,2,No,44255.65,No
Nucci,482,France,Male,55,5,97318.25,1,Yes,78416.14,No
Higinbotham,591,Spain,Male,58,5,128468.69,1,Yes,,No
Achebe,651,Germany,Female,41,4,133432.59,1,Yes,151303.48,No
Russo,749,Germany,Female,40,8,141782.57,2,No,86333.63,No
Trevisani,583,France,Male,24,9,135125.28,1,No,89801.9,No
Dobie,661,Spain,Male,42,2,178820.91,1,No,29358.57,Yes
Maccallum,715,France,Female,31,2,112212.14,2,Yes,181600.72,No
Watkins,769,Germany,Female,45,5,126674.81,1,No,124118.71,Yes
Mitchel,625,France,Female,51,7,136294.97,1,No,38867.46,Yes
Ferdinand,641,France,Female,36,5,66392.64,1,No,31106.67,No
Otitodilinna,716,Germany,Male,27,1,122552.34,2,No,67611.36,No
Mamelu,767,France,Male,43,1,76408.85,2,No,77837.63,No
Beneventi,745,Germany,Male,36,8,145071.24,1,No,6078.46,No
Perrodin,589,France,Male,34,6,0,2,Yes,177896.92,No
Chinagorom,796,France,Female,45,2,109730.22,1,Yes,123882.73,No
Napolitano,664,France,Male,57,6,0,2,Yes,15304.08,No
Edgar,445,Spain,Male,62,1,64119.38,1,Yes,76569.64,Yes
Walker,543,Germany,Female,57,1,106138.33,2,Yes,120657.32,Yes
Steele,746,Spain,Male,36,2,0,2,Yes,16436.56,No
Elkins,742,Germany,Male,33,0,181656.51,1,Yes,107667.91,No
Hao,750,France,Female,32,5,0,2,No,95611.47,No
Toscano,669,France,Male,30,7,95128.86,1,No,19799.26,No
Savage,594,Spain,Female,49,2,126615.94,2,Yes,123214.74,No
Okwuadigbo,574,Spain,Male,36,1,0,2,Yes,71709.12,No
Mordvinova,659,Germany,Male,36,2,76190.48,2,Yes,149066.14,No
Welch,750,Germany,Male,40,5,168286.81,3,No,20451.99,Yes
Kent,626,Germany,Male,35,4,88109.81,1,Yes,32825.5,No
Campbell,620,France,Male,42,4,0,2,No,6232.31,No
Cooper,580,France,Female,35,8,0,2,Yes,10357.03,No
Mazzi,686,France,Female,34,3,123971.51,2,No,147794.63,No
Fisher,540,France,Male,48,0,148116.48,1,No,116973.48,No
Summers,634,Germany,Male,35,6,116269.01,1,No,129964.94,No
Brady,632,Spain,Male,38,1,120599.21,1,No,92816.86,No
Nicholls,501,France,Female,41,3,144260.5,1,No,172114.67,No
Yuan,650,Spain,Female,25,3,86605.5,3,No,16649.31,Yes
Robinson,786,France,Male,34,9,0,2,No,144517.19,No
Golubov,554,Germany,Female,37,4,58629.97,1,No,182038.6,No
Chen,701,Spain,Female,42,5,0,2,No,24210.56,No
Oldham,474,France,Male,45,10,0,2,No,172175.9,No
Kambinachi,621,France,Female,43,5,0,1,Yes,47578.45,No
Fleming,672,Spain,Female,56,2,209767.31,2,Yes,150694.42,Yes
Cunningham,459,Spain,Female,42,6,129634.25,2,Yes,177683.02,Yes
Obinna,669,France,Male,23,1,0,2,No,66088.83,No
Chinwemma,776,France,Female,38,2,169824.46,1,No,169291.7,No
Carpenter,694,France,Male,36,3,97530.25,1,Yes,117140.41,No
Yin,787,France,Female,42,10,145988.65,2,Yes,79510.37,No
Olsen,580,France,Male,37,9,0,2,Yes,77108.66,No
Ts'ai,711,France,Female,25,7,0,3,Yes,9679.28,No
Jen,673,France,Female,40,5,137494.28,1,No,81753.92,No
Preston,499,France,Female,57,1,0,1,No,131372.38,Yes
Ozioma,591,France,Male,24,6,147360,1,Yes,25310.82,No
Cody,769,France,Female,25,10,0,2,No,187925.75,No
Ponomarev,657,Spain,Male,31,3,125167.02,1,No,98820.39,No
Martin,738,Germany,Male,43,9,121152.05,2,No,64166.7,Yes
Milani,545,Germany,Female,60,7,128981.07,1,Yes,176924.21,Yes
Tang,497,France,Male,47,6,0,1,Yes,90055.08,No
Romani,816,Spain,Male,67,6,151858.98,1,Yes,72814.31,No
McIntyre,525,France,Male,36,2,114628.4,1,Yes,168290.06,No
Davis,725,France,Male,46,6,0,2,No,161767.38,No
Onyemauchechukwu,692,France,Female,28,8,95059.02,2,No,44420.18,No
Gell,618,France,Female,24,7,128736.39,1,Yes,37147.61,No
Rossi,546,France,Male,24,8,156325.38,1,Yes,125381.02,No
Chiwetelu,635,France,Male,29,7,105405.97,1,Yes,149853.89,No
Kirillova,611,France,Female,49,2,88915.37,3,No,161435.02,Yes
Shaw,650,France,Male,60,8,0,2,Yes,102925.76,No
Smith,606,France,Male,40,5,0,2,Yes,70899.27,No
Hsieh,844,France,Male,18,2,160980.03,1,No,145936.28,No
Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,No,54227.06,No
Martin,727,Spain,Male,38,2,62276.99,1,Yes,59280.79,No
Okwudilichukwu,460,Germany,Male,46,4,127559.97,2,Yes,126952.5,No
Onuoha,649,France,Male,41,0,0,2,Yes,130567.02,No
Muecke,758,Germany,Female,47,9,95523.16,1,No,73294.48,No
Hsieh,490,France,Female,35,7,107749.03,1,Yes,3937.37,No
Anderson,815,Germany,Male,37,2,110777.26,2,No,2383.59,No
Azubuike,838,Spain,Female,39,5,166733.92,2,No,14279.44,No
Nnonso,803,France,Male,31,9,157120.86,2,No,141300.53,No
Fuller,664,Germany,Female,36,2,127160.78,2,No,78140.75,No
Ashley,736,Spain,Female,28,2,0,2,Yes,117431.1,No
Ts'ui,633,France,Female,37,9,156091.97,1,No,72008.61,No
Buccho,664,France,Male,58,5,98668.18,1,Yes,60887.58,No
Chidozie,600,France,Female,43,5,134022.06,1,No,194764.83,No
Maclean,693,France,Female,35,5,124151.09,1,No,88705.14,Yes
Burns,663,Germany,Female,36,6,77253.5,1,No,35817.97,Yes
Chu,742,Germany,Female,21,1,114292.48,1,No,31520.4,No
Kenenna,710,Germany,Male,43,2,140080.32,3,Yes,157908.19,Yes
Beluchi,710,Spain,Female,27,2,135277.96,1,No,142200.15,No
Williamson,700,France,Female,82,2,0,2,Yes,182055.36,No
Bobrov,720,Germany,Male,60,9,115920.62,2,No,157552.08,Yes
Kerr,684,Spain,Male,41,2,119782.72,2,No,120284.67,No
McKenzie,531,France,Female,63,1,114715.71,1,Yes,24506.95,Yes
Pitts,742,Germany,Female,36,2,129748.54,2,No,47271.61,Yes
Standish,717,France,Male,31,4,129722.57,1,No,41176.6,No
Cartwright,589,France,Male,32,2,0,2,Yes,9468.64,No
Johnstone,767,France,Male,36,3,139180.2,1,No,123880.19,No
Nikitina,636,Germany,Male,49,6,113599.74,2,No,158887.09,Yes
McElroy,648,France,Male,33,7,134944,1,Yes,117036.38,No
Shen,622,Germany,Female,58,7,116922.25,1,No,120415.61,Yes
Archer,692,Spain,Male,28,9,118945.09,1,No,16064.25,Yes
Otutodilinna,754,France,Male,28,8,0,2,Yes,52615.62,No
Shih,679,Spain,Female,35,8,119182.73,1,No,121210.09,No
Denisov,639,France,Male,27,8,0,2,No,192247.35,No
Owens,774,France,Female,28,1,71264.02,2,Yes,68759.57,No
P'eng,517,France,Male,41,2,0,2,Yes,75937.47,No
Verco,571,France,Female,35,8,0,2,No,84569.13,No
Bergamaschi,747,Germany,Male,58,7,116313.57,1,Yes,190696.35,Yes
Lorenzo,792,Spain,Male,36,5,92140.15,1,Yes,67468.67,No
Outtrim,688,France,Male,26,1,0,2,Yes,104435.94,No
Hou,714,Germany,Male,42,2,177640.09,1,Yes,47166.55,No
Galkin,562,Spain,Female,35,0,0,2,No,119899.52,No
Pagnotto,704,Spain,Male,48,8,167997.6,1,Yes,173498.45,No
Echezonachukwu,698,France,Male,36,2,82275.35,2,Yes,93249.26,No
Young,611,France,Male,49,3,0,2,Yes,142917.54,No
Summers,850,Germany,Female,48,6,111962.99,1,No,111755.8,No
Munro,743,Germany,Female,34,1,131736.88,1,Yes,108543.21,No
Brennan,654,France,Male,29,1,0,1,No,180345.44,No
Ball,761,Germany,Male,36,8,108239.11,2,No,99444.02,No
Virgo,702,France,Female,46,9,98444.19,1,Yes,109563.28,No
Trevisani,488,Germany,Male,32,3,114540.38,1,No,92568.07,No
Padovano,683,France,Female,35,6,187530.66,2,Yes,37976.36,No
Tao,601,Germany,Female,42,9,133636.16,1,Yes,103315.74,No
Perez,605,France,Male,52,7,0,2,Yes,173952.5,No
Fraser,671,Germany,Female,44,0,84745.03,2,Yes,34673.98,No
Alley,614,Germany,Female,31,7,120599.38,2,Yes,46163.44,No
Howells,511,Spain,Female,29,9,0,2,Yes,140676.98,No
Cameron,850,France,Male,39,4,127771.35,2,Yes,151738.54,No
Hooper,790,Spain,Female,46,9,0,1,No,14679.81,Yes
Rice,793,France,Female,33,0,0,1,No,175544.02,No
Cox,628,France,Male,69,5,0,2,Yes,181964.6,No
Martin,598,Germany,Male,53,10,167772.96,1,Yes,136886.86,No
Ikenna,657,France,Female,37,6,95845.6,1,No,122218.23,No
Davide,618,France,Female,35,10,0,2,No,180439.75,No
Alexander,681,Spain,Male,65,7,134714.7,2,Yes,190419.81,No
Piazza,516,Spain,Female,33,3,0,2,Yes,58685.59,No
Ni,421,Germany,Male,28,8,122384.22,3,Yes,89017.38,Yes
Black,700,France,Female,26,2,0,2,No,50051.42,No
Harker,745,France,Male,25,5,157993.15,2,No,146041.45,No
Hughes,696,France,Male,29,8,0,2,No,191166.09,No
Chiabuotu,580,Germany,Female,42,2,123331.36,1,No,,Yes
Kuo,497,Spain,Male,27,9,75263.16,1,Yes,164825.04,No
Gallagher,720,France,Female,43,6,137824.03,2,No,172557.77,No
Calabresi,659,Germany,Male,36,4,132578.92,2,No,84320.94,No
Shaw,841,France,Female,36,5,156021.31,1,No,122662.98,No
Zhirov,642,Spain,Male,34,8,0,1,No,72085.1,No
Lloyd,732,Spain,Female,69,9,137453.43,1,Yes,110932.24,Yes
Palmer,600,Spain,Male,36,4,0,2,No,143635.36,No
Ch'eng,464,Germany,Male,33,8,164284.72,2,Yes,3710.34,No
Avent,680,France,Female,47,5,0,2,Yes,179843.33,No
Huang,758,Spain,Male,56,1,0,2,Yes,10643.38,No
